design,version,W,n,metric,census,mean,sd,bias,lo,hi
simple,v2,5,200,B_oa,0.8839,0.8823,0.02108,-0.00159,0.8424,0.92
simple,v2,5,200,C_oa,0.8835,0.8819,0.02126,-0.00164,0.8424,0.92
simple,v2,5,200,A_oa_wtd,0.8718,0.8712,0.01819,-0.00056,0.8342,0.8994
simple,v2,5,200,A_macrof1_wtd,0.2182,0.5834,0.2081,0.36512,0.3106,0.9445
simple,v2,5,200,C_frac_majority,,0.9971,0.00371,,,
strat,v2,5,200,A_oa,0.8718,0.5147,0.02063,-0.35707,0.4789,0.5539
strat,v2,5,200,A_kappa,0.0436,0.1783,0.03008,0.13475,0.1262,0.2379
strat,v2,5,200,A_macrof1,0.2182,0.3205,0.02533,0.10228,0.2761,0.3727
strat,v2,5,200,B_oa,0.8839,0.8832,0.04753,-0.0007,0.7906,0.9645
strat,v2,5,200,C_oa,0.8835,0.8821,0.04788,-0.00146,0.7907,0.964
strat,v2,5,200,A_oa_wtd,0.8718,0.8692,0.04287,-0.00257,0.7726,0.9428
strat,v2,5,200,A_macrof1_wtd,0.2182,0.2359,0.02807,0.01765,0.1915,0.2957
strat,v2,5,200,C_frac_majority,,0.9925,0.00597,,,
simple,v2,5,500,A_oa,0.8718,0.8709,0.01258,-0.00093,0.8456,0.8928
simple,v2,5,500,A_kappa,0.0436,0.0403,0.02784,-0.00329,-0.0002,0.1034
simple,v2,5,500,A_macrof1,0.2182,0.4399,0.17057,0.22164,0.2472,0.9349
simple,v2,5,500,B_oa,0.8839,0.8826,0.01518,-0.00138,0.8518,0.912
simple,v2,5,500,C_oa,0.8835,0.8824,0.01481,-0.00114,0.8518,0.9111
simple,v2,5,500,A_oa_wtd,0.8718,0.8709,0.01258,-0.00093,0.8456,0.8928
simple,v2,5,500,A_macrof1_wtd,0.2182,0.4399,0.17057,0.22164,0.2472,0.9349
simple,v2,5,500,C_frac_majority,,0.9974,0.00198,,,
strat,v2,5,500,A_oa,0.8718,0.5166,0.01214,-0.35525,0.495,0.5412
strat,v2,5,500,A_kappa,0.0436,0.1798,0.01752,0.13622,0.1452,0.2102
strat,v2,5,500,A_macrof1,0.2182,0.3216,0.01633,0.10331,0.2885,0.3516
strat,v2,5,500,B_oa,0.8839,0.883,0.03443,-0.00097,0.802,0.93
strat,v2,5,500,C_oa,0.8835,0.8827,0.0345,-0.00085,0.802,0.9298
strat,v2,5,500,A_oa_wtd,0.8718,0.8717,0.02974,-0.0001,0.8029,0.9178
strat,v2,5,500,A_macrof1_wtd,0.2182,0.2223,0.01777,0.00406,0.1947,0.2628
strat,v2,5,500,C_frac_majority,,0.9905,0.00454,,,
simple,v2,5,1000,A_oa,0.8718,0.8717,0.00813,-7e-05,0.8579,0.8887
simple,v2,5,1000,A_kappa,0.0436,0.0412,0.0177,-0.00237,0.0094,0.0759
simple,v2,5,1000,A_macrof1,0.2182,0.3091,0.07474,0.09086,0.2089,0.4886
simple,v2,5,1000,B_oa,0.8839,0.8838,0.00916,-0.00011,0.8655,0.9016
simple,v2,5,1000,C_oa,0.8835,0.8834,0.00928,-0.0001,0.8655,0.9021
simple,v2,5,1000,A_oa_wtd,0.8718,0.8717,0.00813,-7e-05,0.8579,0.8887
simple,v2,5,1000,A_macrof1_wtd,0.2182,0.3091,0.07474,0.09086,0.2089,0.4886
simple,v2,5,1000,C_frac_majority,,0.9973,0.00173,,,
strat,v2,5,1000,A_oa,0.8718,0.518,0.00747,-0.3538,0.5044,0.5321
strat,v2,5,1000,A_kappa,0.0436,0.1807,0.0106,0.1371,0.1613,0.2002
strat,v2,5,1000,A_macrof1,0.2182,0.3225,0.00887,0.10422,0.3059,0.3404
strat,v2,5,1000,B_oa,0.8839,0.8866,0.02089,0.00263,0.8417,0.9204
strat,v2,5,1000,C_oa,0.8835,0.8863,0.02063,0.00276,0.8436,0.9201
strat,v2,5,1000,A_oa_wtd,0.8718,0.8746,0.01783,0.00279,0.8401,0.908
strat,v2,5,1000,A_macrof1_wtd,0.2182,0.219,0.01045,0.00074,0.2059,0.2421
strat,v2,5,1000,C_frac_majority,,0.9912,0.00312,,,
simple,v2,5,2000,A_oa,0.8718,0.8708,0.00573,-0.001,0.8586,0.882
simple,v2,5,2000,A_kappa,0.0436,0.0431,0.01135,-0.00051,0.0238,0.0625
simple,v2,5,2000,A_macrof1,0.2182,0.257,0.04365,0.03871,0.2042,0.3708
simple,v2,5,2000,B_oa,0.8839,0.8824,0.00628,-0.0015,0.869,0.8943
simple,v2,5,2000,C_oa,0.8835,0.8821,0.00627,-0.00146,0.869,0.8935
simple,v2,5,2000,A_oa_wtd,0.8718,0.8708,0.00573,-0.001,0.8586,0.882
simple,v2,5,2000,A_macrof1_wtd,0.2182,0.257,0.04365,0.03871,0.2042,0.3708
simple,v2,5,2000,C_frac_majority,,0.9971,0.00128,,,
strat,v2,5,2000,A_oa,0.8718,0.5148,0.00538,-0.35697,0.5045,0.5254
strat,v2,5,2000,A_kappa,0.0436,0.1769,0.00709,0.13328,0.164,0.1904
strat,v2,5,2000,A_macrof1,0.2182,0.3192,0.00591,0.10091,0.3092,0.3305
strat,v2,5,2000,B_oa,0.8839,0.884,0.01522,3e-05,0.8548,0.9131
strat,v2,5,2000,C_oa,0.8835,0.8837,0.0152,0.00017,0.8558,0.9116
strat,v2,5,2000,A_oa_wtd,0.8718,0.8722,0.01382,0.00043,0.8483,0.8962
strat,v2,5,2000,A_macrof1_wtd,0.2182,0.2191,0.0076,0.00089,0.2066,0.2377
strat,v2,5,2000,C_frac_majority,,0.9915,0.00161,,,
simple,v2,5,5000,A_oa,0.8718,0.8713,0.00466,-0.0005,0.8609,0.8788
simple,v2,5,5000,A_kappa,0.0436,0.0435,0.00708,-5e-05,0.0297,0.0582
simple,v2,5,5000,A_macrof1,0.2182,0.2235,0.01717,0.00527,0.2065,0.2719
simple,v2,5,5000,B_oa,0.8839,0.8832,0.00513,-0.00076,0.8719,0.8927
simple,v2,5,5000,C_oa,0.8835,0.8828,0.00517,-0.00078,0.8713,0.892
simple,v2,5,5000,A_oa_wtd,0.8718,0.8713,0.00466,-0.0005,0.8609,0.8788
simple,v2,5,5000,A_macrof1_wtd,0.2182,0.2235,0.01717,0.00527,0.2065,0.2719
simple,v2,5,5000,C_frac_majority,,0.9971,0.00077,,,
strat,v2,5,5000,A_oa,0.8718,0.5137,0.00363,-0.35815,0.5069,0.5196
strat,v2,5,5000,A_kappa,0.0436,0.1593,0.00445,0.11569,0.1511,0.1669
strat,v2,5,5000,A_macrof1,0.2182,0.3014,0.00314,0.08314,0.2959,0.308
strat,v2,5,5000,B_oa,0.8839,0.8827,0.00801,-0.00124,0.8666,0.8952
strat,v2,5,5000,C_oa,0.8835,0.8823,0.00803,-0.00127,0.8664,0.8951
strat,v2,5,5000,A_oa_wtd,0.8718,0.8705,0.00667,-0.00133,0.8563,0.8812
strat,v2,5,5000,A_macrof1_wtd,0.2182,0.2184,0.00522,0.00017,0.2103,0.2301
strat,v2,5,5000,C_frac_majority,,0.991,0.00125,,,
simple,v2,7,20,A_oa,0.8718,0.8704,0.05221,-0.00145,0.7646,0.9557
simple,v2,7,20,A_kappa,0.0436,0.0367,0.09027,-0.00684,-0.0369,0.2795
simple,v2,7,20,A_macrof1,0.2183,0.8535,0.15808,0.63521,0.4842,0.9774
simple,v2,7,20,B_oa,0.8882,0.893,0.06196,0.00483,0.75,1.0
simple,v2,7,20,C_oa,0.8876,0.892,0.06102,0.00444,0.75,1.0
simple,v2,7,20,A_oa_wtd,0.8718,0.8704,0.05221,-0.00145,0.7646,0.9557
simple,v2,7,20,A_macrof1_wtd,0.2183,0.8535,0.15808,0.63521,0.4842,0.9774
simple,v2,7,20,C_frac_majority,,0.9955,0.01438,,,
strat,v2,7,20,A_oa,0.8718,0.5564,0.05968,-0.31544,0.454,0.6527
strat,v2,7,20,A_kappa,0.0436,0.188,0.09886,0.14446,-0.0021,0.3909
strat,v2,7,20,A_macrof1,0.2183,0.3889,0.08956,0.17059,0.2584,0.6012
strat,v2,7,20,B_oa,0.8882,0.9132,0.12919,0.02498,0.6127,0.993
strat,v2,7,20,C_oa,0.8876,0.9129,0.12921,0.02538,0.6124,0.9934
strat,v2,7,20,A_oa_wtd,0.8718,0.8998,0.11354,0.02797,0.6378,0.9917
strat,v2,7,20,A_macrof1_wtd,0.2183,0.3772,0.09061,0.15892,0.232,0.541
strat,v2,7,20,C_frac_majority,,0.991,0.02177,,,
simple,v2,7,50,A_oa,0.8718,0.8701,0.03648,-0.00173,0.7908,0.9296
simple,v2,7,50,A_kappa,0.0436,0.0407,0.06739,-0.00287,-0.0216,0.2136
simple,v2,7,50,A_macrof1,0.2183,0.7672,0.20521,0.54894,0.4194,0.9626
simple,v2,7,50,B_oa,0.8882,0.8838,0.04401,-0.00437,0.8,0.96
simple,v2,7,50,C_oa,0.8876,0.8828,0.04395,-0.00476,0.8,0.96
simple,v2,7,50,A_oa_wtd,0.8718,0.8701,0.03648,-0.00173,0.7908,0.9296
simple,v2,7,50,A_macrof1_wtd,0.2183,0.7672,0.20521,0.54894,0.4194,0.9626
simple,v2,7,50,C_frac_majority,,0.997,0.00959,,,
strat,v2,7,50,A_oa,0.8718,0.5518,0.03889,-0.32001,0.4829,0.6149
strat,v2,7,50,A_kappa,0.0436,0.1855,0.056,0.14193,0.0881,0.2997
strat,v2,7,50,A_macrof1,0.2183,0.3344,0.05262,0.1161,0.2427,0.4429
strat,v2,7,50,B_oa,0.8882,0.8942,0.09549,0.00598,0.6913,0.992
strat,v2,7,50,C_oa,0.8876,0.8939,0.09553,0.0063,0.6912,0.9918
strat,v2,7,50,A_oa_wtd,0.8718,0.8772,0.07884,0.0054,0.7004,0.9855
strat,v2,7,50,A_macrof1_wtd,0.2183,0.282,0.04971,0.06379,0.2074,0.392
strat,v2,7,50,C_frac_majority,,0.9872,0.0157,,,
simple,v2,7,100,A_oa,0.8718,0.8683,0.02573,-0.00345,0.8178,0.9137
simple,v2,7,100,A_kappa,0.0436,0.0369,0.05358,-0.0067,-0.0163,0.1844
simple,v2,7,100,A_macrof1,0.2183,0.6619,0.22425,0.44361,0.3297,0.9488
simple,v2,7,100,B_oa,0.8882,0.8837,0.03061,-0.00447,0.8147,0.93
simple,v2,7,100,C_oa,0.8876,0.8829,0.03073,-0.00466,0.8147,0.93
simple,v2,7,100,A_oa_wtd,0.8718,0.8683,0.02573,-0.00345,0.8178,0.9137
simple,v2,7,100,A_macrof1_wtd,0.2183,0.6619,0.22425,0.44361,0.3297,0.9488
simple,v2,7,100,C_frac_majority,,0.9963,0.00614,,,
strat,v2,7,100,A_oa,0.8718,0.5491,0.02536,-0.32272,0.4979,0.5947
strat,v2,7,100,A_kappa,0.0436,0.1845,0.04233,0.14093,0.0951,0.2653
strat,v2,7,100,A_macrof1,0.2183,0.3242,0.03545,0.10598,0.2622,0.3929
strat,v2,7,100,B_oa,0.8882,0.8886,0.0653,0.00047,0.7675,0.9905
strat,v2,7,100,C_oa,0.8876,0.8888,0.06511,0.00121,0.7664,0.99
strat,v2,7,100,A_oa_wtd,0.8718,0.8729,0.05393,0.00107,0.7724,0.973
strat,v2,7,100,A_macrof1_wtd,0.2183,0.2448,0.03436,0.02651,0.1934,0.3144
strat,v2,7,100,C_frac_majority,,0.9908,0.00961,,,
simple,v2,7,200,A_oa,0.8718,0.8716,0.01793,-0.00015,0.8385,0.9013
simple,v2,7,200,A_kappa,0.0436,0.044,0.03817,0.00042,-0.0081,0.1348
simple,v2,7,200,A_macrof1,0.2183,0.4744,0.17116,0.25618,0.2653,0.9439
simple,v2,7,200,B_oa,0.8882,0.8879,0.02161,-0.00032,0.845,0.93
simple,v2,7,200,C_oa,0.8876,0.8874,0.02156,-0.00021,0.845,0.93
simple,v2,7,200,A_oa_wtd,0.8718,0.8716,0.01793,-0.00015,0.8385,0.9013
simple,v2,7,200,A_macrof1_wtd,0.2183,0.4744,0.17116,0.25618,0.2653,0.9439
simple,v2,7,200,C_frac_majority,,0.9962,0.00385,,,
strat,v2,7,200,A_oa,0.8718,0.5539,0.0205,-0.31787,0.5189,0.5941
strat,v2,7,200,A_kappa,0.0436,0.1854,0.03214,0.14182,0.125,0.2434
strat,v2,7,200,A_macrof1,0.2183,0.3241,0.0256,0.10584,0.2717,0.3827
strat,v2,7,200,B_oa,0.8882,0.8804,0.05106,-0.00779,0.7799,0.9655
strat,v2,7,200,C_oa,0.8876,0.8801,0.05085,-0.00751,0.7796,0.9652
strat,v2,7,200,A_oa_wtd,0.8718,0.8666,0.04461,-0.00521,0.7601,0.948
strat,v2,7,200,A_macrof1_wtd,0.2183,0.2327,0.02736,0.01445,0.1936,0.2896
strat,v2,7,200,C_frac_majority,,0.9887,0.00747,,,
simple,v2,7,500,A_oa,0.8718,0.8715,0.01256,-0.00031,0.8457,0.8949
simple,v2,7,500,A_kappa,0.0436,0.0421,0.0214,-0.00142,0.002,0.0834
simple,v2,7,500,A_macrof1,0.2183,0.3577,0.11285,0.13948,0.2246,0.5732
simple,v2,7,500,B_oa,0.8882,0.8875,0.01384,-0.00065,0.8599,0.9101
simple,v2,7,500,C_oa,0.8876,0.8872,0.01398,-0.00038,0.8599,0.9101
simple,v2,7,500,A_oa_wtd,0.8718,0.8715,0.01256,-0.00031,0.8457,0.8949
simple,v2,7,500,A_macrof1_wtd,0.2183,0.3577,0.11285,0.13948,0.2246,0.5732
simple,v2,7,500,C_frac_majority,,0.9966,0.00235,,,
strat,v2,7,500,A_oa,0.8718,0.551,0.01177,-0.32076,0.5293,0.5755
strat,v2,7,500,A_kappa,0.0436,0.1831,0.01588,0.13955,0.1517,0.2171
strat,v2,7,500,A_macrof1,0.2183,0.3221,0.01427,0.10388,0.2937,0.3462
strat,v2,7,500,B_oa,0.8882,0.892,0.02847,0.00379,0.8317,0.9406
strat,v2,7,500,C_oa,0.8876,0.8915,0.02837,0.00398,0.8315,0.9403
strat,v2,7,500,A_oa_wtd,0.8718,0.8732,0.02483,0.00142,0.8337,0.9205
strat,v2,7,500,A_macrof1_wtd,0.2183,0.2218,0.01711,0.0035,0.201,0.2618
strat,v2,7,500,C_frac_majority,,0.9901,0.00471,,,
simple,v2,7,1000,A_oa,0.8718,0.8721,0.00837,0.00026,0.8567,0.8859
simple,v2,7,1000,A_kappa,0.0436,0.0443,0.01794,0.00078,0.0148,0.0786
simple,v2,7,1000,A_macrof1,0.2183,0.2786,0.05982,0.06038,0.2008,0.396
simple,v2,7,1000,B_oa,0.8882,0.8877,0.00949,-0.00049,0.8705,0.9035
simple,v2,7,1000,C_oa,0.8876,0.887,0.00949,-0.00055,0.8705,0.9035
simple,v2,7,1000,A_oa_wtd,0.8718,0.8721,0.00837,0.00026,0.8567,0.8859
simple,v2,7,1000,A_macrof1_wtd,0.2183,0.2786,0.05982,0.06038,0.2008,0.396
simple,v2,7,1000,C_frac_majority,,0.9962,0.00175,,,
strat,v2,7,1000,A_oa,0.8718,0.5507,0.00656,-0.32113,0.539,0.5625
strat,v2,7,1000,A_kappa,0.0436,0.1807,0.0094,0.13715,0.1637,0.1962
strat,v2,7,1000,A_macrof1,0.2183,0.321,0.00863,0.10278,0.3057,0.3397
strat,v2,7,1000,B_oa,0.8882,0.8888,0.01885,0.00063,0.8543,0.9211
strat,v2,7,1000,C_oa,0.8876,0.8882,0.01872,0.00067,0.854,0.9207
strat,v2,7,1000,A_oa_wtd,0.8718,0.8718,0.01604,-4e-05,0.8397,0.9004
strat,v2,7,1000,A_macrof1_wtd,0.2183,0.219,0.01167,0.00072,0.2039,0.2429
strat,v2,7,1000,C_frac_majority,,0.9899,0.00295,,,
simple,v2,7,2000,A_oa,0.8718,0.8718,0.00611,3e-05,0.8605,0.8825
simple,v2,7,2000,A_kappa,0.0436,0.0428,0.00987,-0.0008,0.0242,0.0605
simple,v2,7,2000,A_macrof1,0.2183,0.2416,0.03356,0.02331,0.2038,0.3185
simple,v2,7,2000,B_oa,0.8882,0.8878,0.00716,-0.00034,0.8745,0.8995
simple,v2,7,2000,C_oa,0.8876,0.8872,0.00714,-0.00036,0.874,0.8988
simple,v2,7,2000,A_oa_wtd,0.8718,0.8718,0.00611,3e-05,0.8605,0.8825
simple,v2,7,2000,A_macrof1_wtd,0.2183,0.2416,0.03356,0.02331,0.2038,0.3185
simple,v2,7,2000,C_frac_majority,,0.996,0.00137,,,
strat,v2,7,2000,A_oa,0.8718,0.546,0.00598,-0.3258,0.5357,0.5569
strat,v2,7,2000,A_kappa,0.0436,0.1694,0.00738,0.12581,0.1568,0.1853
strat,v2,7,2000,A_macrof1,0.2183,0.3085,0.00498,0.09019,0.3003,0.3177
strat,v2,7,2000,B_oa,0.8882,0.8872,0.01579,-0.001,0.853,0.9151
strat,v2,7,2000,C_oa,0.8876,0.8866,0.01577,-0.00099,0.8528,0.9148
strat,v2,7,2000,A_oa_wtd,0.8718,0.8707,0.01412,-0.0011,0.8396,0.8944
strat,v2,7,2000,A_macrof1_wtd,0.2183,0.2194,0.00855,0.00112,0.205,0.2355
strat,v2,7,2000,C_frac_majority,,0.9886,0.00245,,,
simple,v2,7,5000,A_oa,0.8718,0.8719,0.00372,0.00011,0.8652,0.8783
simple,v2,7,5000,A_kappa,0.0436,0.0443,0.00823,0.00076,0.03,0.0633
simple,v2,7,5000,A_macrof1,0.2183,0.2206,0.01085,0.00234,0.2061,0.2518
simple,v2,7,5000,B_oa,0.8882,0.8882,0.00423,6e-05,0.8803,0.8964
simple,v2,7,5000,C_oa,0.8876,0.8876,0.00421,4e-05,0.8804,0.8957
simple,v2,7,5000,A_oa_wtd,0.8718,0.8719,0.00372,0.00011,0.8652,0.8783
simple,v2,7,5000,A_macrof1_wtd,0.2183,0.2206,0.01085,0.00234,0.2061,0.2518
simple,v2,7,5000,C_frac_majority,,0.9961,0.00091,,,
strat,v2,7,5000,A_oa,0.8718,0.5412,0.0036,-0.3306,0.5341,0.5482
strat,v2,7,5000,A_kappa,0.0436,0.1538,0.00496,0.11025,0.1441,0.1641
strat,v2,7,5000,A_macrof1,0.2183,0.2848,0.00303,0.06657,0.2794,0.2912
strat,v2,7,5000,B_oa,0.8882,0.8881,0.00962,-0.0001,0.8695,0.9066
strat,v2,7,5000,C_oa,0.8876,0.8876,0.0097,8e-05,0.8692,0.9068
strat,v2,7,5000,A_oa_wtd,0.8718,0.8714,0.00833,-0.00044,0.8539,0.8873
strat,v2,7,5000,A_macrof1_wtd,0.2183,0.2187,0.00612,0.00041,0.2084,0.2336
strat,v2,7,5000,C_frac_majority,,0.9866,0.00161,,,
simple,v2,9,20,A_oa,0.8718,0.8659,0.04976,-0.00593,0.7659,0.9428
simple,v2,9,20,A_kappa,0.0436,0.0344,0.08696,-0.00922,-0.038,0.2789
simple,v2,9,20,A_macrof1,0.2182,0.8643,0.1579,0.64608,0.4566,0.9721
simple,v2,9,20,B_oa,0.8921,0.887,0.05668,-0.00514,0.7738,1.0
simple,v2,9,20,C_oa,0.8914,0.8865,0.05723,-0.00487,0.7738,1.0
simple,v2,9,20,A_oa_wtd,0.8718,0.8659,0.04976,-0.00593,0.7659,0.9428
simple,v2,9,20,A_macrof1_wtd,0.2182,0.8643,0.1579,0.64608,0.4566,0.9721
simple,v2,9,20,C_frac_majority,,0.9965,0.01466,,,
strat,v2,9,20,A_oa,0.8718,0.5855,0.05975,-0.28633,0.4744,0.6964
strat,v2,9,20,A_kappa,0.0436,0.1755,0.08684,0.13189,0.0118,0.353
strat,v2,9,20,A_macrof1,0.2182,0.3792,0.09693,0.16095,0.2338,0.5933
strat,v2,9,20,B_oa,0.8921,0.8798,0.15776,-0.0123,0.4978,0.9948
strat,v2,9,20,C_oa,0.8914,0.8795,0.15765,-0.01189,0.4978,0.993
strat,v2,9,20,A_oa_wtd,0.8718,0.8667,0.12105,-0.00508,0.5857,0.9917
strat,v2,9,20,A_macrof1_wtd,0.2182,0.3411,0.08591,0.12289,0.1889,0.5154
strat,v2,9,20,C_frac_majority,,0.987,0.02525,,,
simple,v2,9,50,A_oa,0.8718,0.8737,0.0383,0.00187,0.7897,0.9412
simple,v2,9,50,A_kappa,0.0436,0.038,0.07301,-0.00564,-0.0215,0.2224
simple,v2,9,50,A_macrof1,0.2182,0.734,0.22324,0.51574,0.3603,0.9671
simple,v2,9,50,B_oa,0.8921,0.8942,0.04488,0.00206,0.8,0.96
simple,v2,9,50,C_oa,0.8914,0.8934,0.04477,0.00203,0.8,0.96
simple,v2,9,50,A_oa_wtd,0.8718,0.8737,0.0383,0.00187,0.7897,0.9412
simple,v2,9,50,A_macrof1_wtd,0.2182,0.734,0.22324,0.51574,0.3603,0.9671
simple,v2,9,50,C_frac_majority,,0.9962,0.00838,,,
strat,v2,9,50,A_oa,0.8718,0.5779,0.04174,-0.29394,0.4978,0.6556
strat,v2,9,50,A_kappa,0.0436,0.1914,0.06336,0.14776,0.094,0.3083
strat,v2,9,50,A_macrof1,0.2182,0.3261,0.05755,0.10785,0.233,0.4523
strat,v2,9,50,B_oa,0.8921,0.8927,0.09839,0.00055,0.6938,0.9922
strat,v2,9,50,C_oa,0.8914,0.8923,0.09839,0.00095,0.6937,0.9915
strat,v2,9,50,A_oa_wtd,0.8718,0.8741,0.08556,0.00227,0.6886,0.987
strat,v2,9,50,A_macrof1_wtd,0.2182,0.2641,0.05508,0.0459,0.1808,0.3902
strat,v2,9,50,C_frac_majority,,0.9856,0.01659,,,
simple,v2,9,100,A_oa,0.8718,0.8694,0.02727,-0.00241,0.82,0.924
simple,v2,9,100,A_kappa,0.0436,0.0381,0.04449,-0.00549,-0.0185,0.131
simple,v2,9,100,A_macrof1,0.2182,0.5847,0.22054,0.36648,0.3108,0.9553
simple,v2,9,100,B_oa,0.8921,0.8911,0.03074,-0.00104,0.8247,0.95
simple,v2,9,100,C_oa,0.8914,0.8903,0.03109,-0.00107,0.8247,0.95
simple,v2,9,100,A_oa_wtd,0.8718,0.8694,0.02727,-0.00241,0.82,0.924
simple,v2,9,100,A_macrof1_wtd,0.2182,0.5847,0.22054,0.36648,0.3108,0.9553
simple,v2,9,100,C_frac_majority,,0.9948,0.00717,,,
strat,v2,9,100,A_oa,0.8718,0.578,0.02244,-0.29385,0.5321,0.619
strat,v2,9,100,A_kappa,0.0436,0.1823,0.03527,0.13863,0.1253,0.2483
strat,v2,9,100,A_macrof1,0.2182,0.3165,0.03214,0.09832,0.2639,0.3799
strat,v2,9,100,B_oa,0.8921,0.8956,0.0609,0.00344,0.7914,0.9911
strat,v2,9,100,C_oa,0.8914,0.8948,0.06034,0.0034,0.7909,0.991
strat,v2,9,100,A_oa_wtd,0.8718,0.877,0.05297,0.00514,0.77,0.9679
strat,v2,9,100,A_macrof1_wtd,0.2182,0.2424,0.03752,0.02423,0.1917,0.3301
strat,v2,9,100,C_frac_majority,,0.9868,0.01278,,,
simple,v2,9,200,A_oa,0.8718,0.873,0.01821,0.00116,0.838,0.9068
simple,v2,9,200,A_kappa,0.0436,0.0427,0.03908,-0.00092,-0.0077,0.1339
simple,v2,9,200,A_macrof1,0.2182,0.4409,0.1756,0.22267,0.2415,0.9402
simple,v2,9,200,B_oa,0.8921,0.8934,0.02142,0.00121,0.85,0.93
simple,v2,9,200,C_oa,0.8914,0.8925,0.02175,0.00113,0.8524,0.93
simple,v2,9,200,A_oa_wtd,0.8718,0.873,0.01821,0.00116,0.838,0.9068
simple,v2,9,200,A_macrof1_wtd,0.2182,0.4409,0.1756,0.22267,0.2415,0.9402
simple,v2,9,200,C_frac_majority,,0.9953,0.00491,,,
strat,v2,9,200,A_oa,0.8718,0.5772,0.01705,-0.29462,0.5435,0.6063
strat,v2,9,200,A_kappa,0.0436,0.187,0.02906,0.14331,0.1343,0.24
strat,v2,9,200,A_macrof1,0.2182,0.3246,0.02571,0.10639,0.2808,0.377
strat,v2,9,200,B_oa,0.8921,0.8953,0.04692,0.00319,0.8178,0.9785
strat,v2,9,200,C_oa,0.8914,0.894,0.04723,0.00265,0.8046,0.9782
strat,v2,9,200,A_oa_wtd,0.8718,0.8725,0.03753,0.00068,0.8059,0.9467
strat,v2,9,200,A_macrof1_wtd,0.2182,0.2305,0.02563,0.01229,0.1974,0.2935
strat,v2,9,200,C_frac_majority,,0.9871,0.00715,,,
simple,v2,9,500,A_oa,0.8718,0.8722,0.01176,0.0004,0.8531,0.8958
simple,v2,9,500,A_kappa,0.0436,0.0452,0.02431,0.00157,0.008,0.093
simple,v2,9,500,A_macrof1,0.2182,0.3062,0.07767,0.08803,0.2075,0.5401
simple,v2,9,500,B_oa,0.8921,0.892,0.01408,-0.0001,0.8649,0.9201
simple,v2,9,500,C_oa,0.8914,0.8912,0.01372,-0.00019,0.8649,0.916
simple,v2,9,500,A_oa_wtd,0.8718,0.8722,0.01176,0.0004,0.8531,0.8958
simple,v2,9,500,A_macrof1_wtd,0.2182,0.3062,0.07767,0.08803,0.2075,0.5401
simple,v2,9,500,C_frac_majority,,0.9949,0.00316,,,
strat,v2,9,500,A_oa,0.8718,0.5784,0.01145,-0.29346,0.5569,0.6002
strat,v2,9,500,A_kappa,0.0436,0.1898,0.01337,0.14615,0.1662,0.2157
strat,v2,9,500,A_macrof1,0.2182,0.3246,0.01188,0.10634,0.3048,0.3471
strat,v2,9,500,B_oa,0.8921,0.8914,0.02917,-0.00078,0.8423,0.9412
strat,v2,9,500,C_oa,0.8914,0.8906,0.02903,-0.00078,0.8418,0.941
strat,v2,9,500,A_oa_wtd,0.8718,0.8719,0.02494,0.0001,0.8217,0.912
strat,v2,9,500,A_macrof1_wtd,0.2182,0.2221,0.01526,0.00393,0.1996,0.2566
strat,v2,9,500,C_frac_majority,,0.9867,0.0038,,,
simple,v2,9,1000,A_oa,0.8718,0.8714,0.00789,-0.00041,0.854,0.8848
simple,v2,9,1000,A_kappa,0.0436,0.0434,0.01364,-0.00025,0.0204,0.0695
simple,v2,9,1000,A_macrof1,0.2182,0.2601,0.04873,0.04191,0.1976,0.374
simple,v2,9,1000,B_oa,0.8921,0.8915,0.00903,-0.00069,0.8725,0.9065
simple,v2,9,1000,C_oa,0.8914,0.8907,0.00905,-0.00069,0.873,0.906
simple,v2,9,1000,A_oa_wtd,0.8718,0.8714,0.00789,-0.00041,0.854,0.8848
simple,v2,9,1000,A_macrof1_wtd,0.2182,0.2601,0.04873,0.04191,0.1976,0.374
simple,v2,9,1000,C_frac_majority,,0.9954,0.00224,,,
strat,v2,9,1000,A_oa,0.8718,0.5709,0.00773,-0.30091,0.5578,0.5871
strat,v2,9,1000,A_kappa,0.0436,0.1738,0.01121,0.13012,0.1538,0.193
strat,v2,9,1000,A_macrof1,0.2182,0.3096,0.00697,0.09136,0.2974,0.3247
strat,v2,9,1000,B_oa,0.8921,0.893,0.02142,0.00089,0.8469,0.9314
strat,v2,9,1000,C_oa,0.8914,0.8924,0.02167,0.00103,0.8421,0.9311
strat,v2,9,1000,A_oa_wtd,0.8718,0.872,0.0186,0.00015,0.835,0.9071
strat,v2,9,1000,A_macrof1_wtd,0.2182,0.219,0.01205,0.00075,0.2047,0.2474
strat,v2,9,1000,C_frac_majority,,0.9857,0.00377,,,
simple,v2,9,2000,A_oa,0.8718,0.8711,0.00659,-0.00069,0.8575,0.883
simple,v2,9,2000,A_kappa,0.0436,0.0444,0.01221,0.00073,0.0233,0.0679
simple,v2,9,2000,A_macrof1,0.2182,0.2287,0.02283,0.01045,0.1998,0.2757
simple,v2,9,2000,B_oa,0.8921,0.8917,0.00742,-0.00042,0.8772,0.9055
simple,v2,9,2000,C_oa,0.8914,0.8909,0.00733,-0.00044,0.8772,0.9048
simple,v2,9,2000,A_oa_wtd,0.8718,0.8711,0.00659,-0.00069,0.8575,0.883
