design,version,W,n,metric,census,mean,sd,bias,lo,hi
simple,v2,5,200,A_kappa,0.5376,0.5329,0.03149,-0.00466,0.4736,0.5873
simple,v2,5,200,A_macrof1,0.3816,0.5545,0.06031,0.17287,0.4526,0.651
simple,v2,5,200,B_oa,0.7103,0.7066,0.03414,-0.00372,0.6298,0.7652
simple,v2,5,200,C_oa,0.6851,0.6817,0.03519,-0.00343,0.6048,0.7426
simple,v2,5,200,A_oa_wtd,0.6634,0.6602,0.02484,-0.00324,0.6132,0.7033
simple,v2,5,200,A_macrof1_wtd,0.3816,0.5545,0.06031,0.17287,0.4526,0.651
simple,v2,5,200,C_frac_majority,,0.9643,0.01289,,,
strat,v2,5,200,A_oa,0.6634,0.4907,0.02181,-0.17267,0.4507,0.5244
strat,v2,5,200,A_kappa,0.5376,0.4141,0.02449,-0.12342,0.3704,0.4525
strat,v2,5,200,A_macrof1,0.3816,0.4046,0.02733,0.023,0.3615,0.4616
strat,v2,5,200,B_oa,0.7103,0.7032,0.05603,-0.00712,0.5885,0.7967
strat,v2,5,200,C_oa,0.6851,0.6802,0.05903,-0.00483,0.5374,0.7733
strat,v2,5,200,A_oa_wtd,0.6634,0.66,0.04491,-0.00344,0.555,0.7376
strat,v2,5,200,A_macrof1_wtd,0.3816,0.3903,0.02879,0.00865,0.3505,0.4596
strat,v2,5,200,C_frac_majority,,0.9525,0.01538,,,
simple,v2,5,500,A_oa,0.6634,0.665,0.01691,0.0016,0.6333,0.7006
simple,v2,5,500,A_kappa,0.5376,0.5399,0.02175,0.0023,0.5036,0.586
simple,v2,5,500,A_macrof1,0.3816,0.5071,0.05155,0.12545,0.4114,0.6167
simple,v2,5,500,B_oa,0.7103,0.7133,0.02026,0.00299,0.677,0.7501
simple,v2,5,500,C_oa,0.6851,0.6871,0.02101,0.00198,0.644,0.7221
simple,v2,5,500,A_oa_wtd,0.6634,0.665,0.01691,0.0016,0.6333,0.7006
simple,v2,5,500,A_macrof1_wtd,0.3816,0.5071,0.05155,0.12545,0.4114,0.6167
simple,v2,5,500,C_frac_majority,,0.9624,0.00934,,,
strat,v2,5,500,A_oa,0.6634,0.492,0.01372,-0.17144,0.4665,0.5193
strat,v2,5,500,A_kappa,0.5376,0.4155,0.01564,-0.1221,0.3874,0.4462
strat,v2,5,500,A_macrof1,0.3816,0.3994,0.01481,0.01773,0.3712,0.4352
strat,v2,5,500,B_oa,0.7103,0.7081,0.03269,-0.00213,0.6495,0.7715
strat,v2,5,500,C_oa,0.6851,0.6819,0.03655,-0.00317,0.6179,0.7502
strat,v2,5,500,A_oa_wtd,0.6634,0.6602,0.03114,-0.00319,0.5907,0.7217
strat,v2,5,500,A_macrof1_wtd,0.3816,0.3827,0.0149,0.00103,0.3522,0.4094
strat,v2,5,500,C_frac_majority,,0.9526,0.01015,,,
simple,v2,5,1000,A_oa,0.6634,0.6657,0.01152,0.00232,0.6439,0.6882
simple,v2,5,1000,A_kappa,0.5376,0.5401,0.01508,0.00256,0.5108,0.5676
simple,v2,5,1000,A_macrof1,0.3816,0.4663,0.04814,0.08469,0.3806,0.5462
simple,v2,5,1000,B_oa,0.7103,0.7128,0.01414,0.00255,0.688,0.743
simple,v2,5,1000,C_oa,0.6851,0.6869,0.0134,0.00179,0.663,0.7145
simple,v2,5,1000,A_oa_wtd,0.6634,0.6657,0.01152,0.00232,0.6439,0.6882
simple,v2,5,1000,A_macrof1_wtd,0.3816,0.4663,0.04814,0.08469,0.3806,0.5462
simple,v2,5,1000,C_frac_majority,,0.963,0.00566,,,
strat,v2,5,1000,A_oa,0.6634,0.4921,0.00865,-0.17135,0.4757,0.5073
strat,v2,5,1000,A_kappa,0.5376,0.4159,0.00961,-0.12167,0.3972,0.4329
strat,v2,5,1000,A_macrof1,0.3816,0.4012,0.0096,0.01956,0.3836,0.4229
strat,v2,5,1000,B_oa,0.7103,0.7068,0.02195,-0.00346,0.6688,0.7456
strat,v2,5,1000,C_oa,0.6851,0.6824,0.02195,-0.00271,0.6422,0.7216
strat,v2,5,1000,A_oa_wtd,0.6634,0.661,0.01712,-0.00242,0.6279,0.691
strat,v2,5,1000,A_macrof1_wtd,0.3816,0.3822,0.0094,0.00056,0.3656,0.4013
strat,v2,5,1000,C_frac_majority,,0.9538,0.00721,,,
simple,v2,5,2000,A_oa,0.6634,0.6645,0.0081,0.00112,0.65,0.6801
simple,v2,5,2000,A_kappa,0.5376,0.5374,0.01065,-0.00012,0.5197,0.559
simple,v2,5,2000,A_macrof1,0.3816,0.4161,0.03169,0.03448,0.3724,0.4792
simple,v2,5,2000,B_oa,0.7103,0.7117,0.00989,0.00139,0.6927,0.7278
simple,v2,5,2000,C_oa,0.6851,0.6863,0.01015,0.00121,0.668,0.705
simple,v2,5,2000,A_oa_wtd,0.6634,0.6645,0.0081,0.00112,0.65,0.6801
simple,v2,5,2000,A_macrof1_wtd,0.3816,0.4161,0.03169,0.03448,0.3724,0.4792
simple,v2,5,2000,C_frac_majority,,0.9633,0.00429,,,
strat,v2,5,2000,A_oa,0.6634,0.4932,0.00518,-0.17022,0.4834,0.5051
strat,v2,5,2000,A_kappa,0.5376,0.4171,0.00586,-0.12049,0.4056,0.4297
strat,v2,5,2000,A_macrof1,0.3816,0.402,0.00611,0.02041,0.3881,0.4141
strat,v2,5,2000,B_oa,0.7103,0.7118,0.01501,0.00152,0.6864,0.7449
strat,v2,5,2000,C_oa,0.6851,0.6861,0.01635,0.00103,0.6621,0.7258
strat,v2,5,2000,A_oa_wtd,0.6634,0.6649,0.0125,0.00146,0.6401,0.6893
strat,v2,5,2000,A_macrof1_wtd,0.3816,0.3834,0.00585,0.00175,0.3722,0.3945
strat,v2,5,2000,C_frac_majority,,0.9521,0.00407,,,
simple,v2,5,5000,A_oa,0.6634,0.6636,0.00472,0.00016,0.6551,0.6725
simple,v2,5,5000,A_kappa,0.5376,0.5374,0.006,-0.00013,0.5275,0.5495
simple,v2,5,5000,A_macrof1,0.3816,0.3904,0.01731,0.00876,0.3748,0.4301
simple,v2,5,5000,B_oa,0.7103,0.7105,0.00614,0.00024,0.6973,0.723
simple,v2,5,5000,C_oa,0.6851,0.685,0.00604,-6e-05,0.6735,0.6971
simple,v2,5,5000,A_oa_wtd,0.6634,0.6636,0.00472,0.00016,0.6551,0.6725
simple,v2,5,5000,A_macrof1_wtd,0.3816,0.3904,0.01731,0.00876,0.3748,0.4301
simple,v2,5,5000,C_frac_majority,,0.9637,0.00275,,,
strat,v2,5,5000,A_oa,0.6634,0.4973,0.00357,-0.16608,0.4897,0.5036
strat,v2,5,5000,A_kappa,0.5376,0.4212,0.00403,-0.11638,0.4128,0.4283
strat,v2,5,5000,A_macrof1,0.3816,0.4004,0.00329,0.01879,0.3938,0.4071
strat,v2,5,5000,B_oa,0.7103,0.7109,0.01081,0.00063,0.6922,0.732
strat,v2,5,5000,C_oa,0.6851,0.6861,0.0116,0.001,0.6661,0.7082
strat,v2,5,5000,A_oa_wtd,0.6634,0.664,0.00907,0.00059,0.648,0.6813
strat,v2,5,5000,A_macrof1_wtd,0.3816,0.382,0.00385,0.0004,0.3752,0.3886
strat,v2,5,5000,C_frac_majority,,0.9544,0.00246,,,
simple,v2,7,20,A_oa,0.6634,0.6696,0.08319,0.00622,0.4984,0.8158
simple,v2,7,20,A_kappa,0.5375,0.5329,0.10442,-0.00462,0.3232,0.7274
simple,v2,7,20,A_macrof1,0.3816,0.6116,0.08534,0.22994,0.4737,0.7953
simple,v2,7,20,B_oa,0.7256,0.735,0.10013,0.00943,0.55,0.9
simple,v2,7,20,C_oa,0.6915,0.699,0.10371,0.00745,0.5238,0.9
simple,v2,7,20,A_oa_wtd,0.6634,0.6696,0.08319,0.00622,0.4984,0.8158
simple,v2,7,20,A_macrof1_wtd,0.3816,0.6116,0.08534,0.22994,0.4737,0.7953
simple,v2,7,20,C_frac_majority,,0.9435,0.05625,,,
strat,v2,7,20,A_oa,0.6634,0.5037,0.06317,-0.15964,0.3791,0.6186
strat,v2,7,20,A_kappa,0.5375,0.4211,0.06984,-0.11639,0.286,0.5579
strat,v2,7,20,A_macrof1,0.3816,0.4979,0.07918,0.11625,0.3566,0.635
strat,v2,7,20,B_oa,0.7256,0.7384,0.15202,0.0128,0.4463,0.9475
strat,v2,7,20,C_oa,0.6915,0.702,0.16511,0.01045,0.3417,0.9268
strat,v2,7,20,A_oa_wtd,0.6634,0.6732,0.12346,0.00977,0.3792,0.868
strat,v2,7,20,A_macrof1_wtd,0.3816,0.5051,0.09937,0.12345,0.3543,0.7249
strat,v2,7,20,C_frac_majority,,0.9175,0.06211,,,
simple,v2,7,50,A_oa,0.6634,0.673,0.04733,0.00962,0.5794,0.761
simple,v2,7,50,A_kappa,0.5375,0.5497,0.0584,0.01217,0.4346,0.66
simple,v2,7,50,A_macrof1,0.3816,0.5959,0.05529,0.21428,0.4911,0.7046
simple,v2,7,50,B_oa,0.7256,0.7374,0.06392,0.01183,0.5895,0.84
simple,v2,7,50,C_oa,0.6915,0.7036,0.06516,0.01205,0.56,0.8105
simple,v2,7,50,A_oa_wtd,0.6634,0.673,0.04733,0.00962,0.5794,0.761
simple,v2,7,50,A_macrof1_wtd,0.3816,0.5959,0.05529,0.21428,0.4911,0.7046
simple,v2,7,50,C_frac_majority,,0.9436,0.037,,,
strat,v2,7,50,A_oa,0.6634,0.5075,0.04184,-0.15592,0.4236,0.5904
strat,v2,7,50,A_kappa,0.5375,0.4267,0.04693,-0.11082,0.3296,0.5167
strat,v2,7,50,A_macrof1,0.3816,0.4405,0.04642,0.0589,0.3558,0.5292
strat,v2,7,50,B_oa,0.7256,0.7358,0.10209,0.0102,0.5139,0.8891
strat,v2,7,50,C_oa,0.6915,0.7063,0.10989,0.01478,0.4914,0.8688
strat,v2,7,50,A_oa_wtd,0.6634,0.6767,0.08243,0.01332,0.5241,0.8062
strat,v2,7,50,A_macrof1_wtd,0.3816,0.4335,0.04641,0.05187,0.3575,0.5225
strat,v2,7,50,C_frac_majority,,0.9282,0.0354,,,
simple,v2,7,100,A_oa,0.6634,0.6683,0.03355,0.00493,0.6085,0.7382
simple,v2,7,100,A_kappa,0.5375,0.5388,0.04556,0.00128,0.4533,0.6218
simple,v2,7,100,A_macrof1,0.3816,0.5634,0.0566,0.18181,0.4616,0.6519
simple,v2,7,100,B_oa,0.7256,0.7298,0.04344,0.00423,0.6448,0.8152
simple,v2,7,100,C_oa,0.6915,0.6935,0.04375,0.00195,0.6,0.77
simple,v2,7,100,A_oa_wtd,0.6634,0.6683,0.03355,0.00493,0.6085,0.7382
simple,v2,7,100,A_macrof1_wtd,0.3816,0.5634,0.0566,0.18181,0.4616,0.6519
simple,v2,7,100,C_frac_majority,,0.9462,0.02436,,,
strat,v2,7,100,A_oa,0.6634,0.4999,0.0268,-0.16348,0.4456,0.5469
strat,v2,7,100,A_kappa,0.5375,0.4198,0.02988,-0.1177,0.3569,0.4732
strat,v2,7,100,A_macrof1,0.3816,0.4134,0.03277,0.0318,0.3521,0.4672
strat,v2,7,100,B_oa,0.7256,0.7082,0.078,-0.01735,0.5672,0.849
strat,v2,7,100,C_oa,0.6915,0.6734,0.07928,-0.01818,0.5227,0.8184
strat,v2,7,100,A_oa_wtd,0.6634,0.6461,0.06418,-0.0173,0.5381,0.7473
strat,v2,7,100,A_macrof1_wtd,0.3816,0.3978,0.03519,0.01619,0.3399,0.4671
strat,v2,7,100,C_frac_majority,,0.9255,0.02607,,,
simple,v2,7,200,A_oa,0.6634,0.6637,0.02613,0.00027,0.6143,0.7223
simple,v2,7,200,A_kappa,0.5375,0.5358,0.0343,-0.00173,0.4756,0.5987
simple,v2,7,200,A_macrof1,0.3816,0.5391,0.05817,0.15746,0.4384,0.6432
simple,v2,7,200,B_oa,0.7256,0.7253,0.03216,-0.00027,0.67,0.795
simple,v2,7,200,C_oa,0.6915,0.69,0.03137,-0.0016,0.63,0.7526
simple,v2,7,200,A_oa_wtd,0.6634,0.6637,0.02613,0.00027,0.6143,0.7223
simple,v2,7,200,A_macrof1_wtd,0.3816,0.5391,0.05817,0.15746,0.4384,0.6432
simple,v2,7,200,C_frac_majority,,0.9429,0.01778,,,
strat,v2,7,200,A_oa,0.6634,0.5069,0.01974,-0.15652,0.4649,0.5442
strat,v2,7,200,A_kappa,0.5375,0.4275,0.02207,-0.11002,0.3813,0.4684
strat,v2,7,200,A_macrof1,0.3816,0.405,0.0219,0.02335,0.3645,0.4509
strat,v2,7,200,B_oa,0.7256,0.7364,0.05387,0.01083,0.6394,0.8421
strat,v2,7,200,C_oa,0.6915,0.7068,0.05631,0.01525,0.6067,0.8241
strat,v2,7,200,A_oa_wtd,0.6634,0.6734,0.04301,0.01004,0.5848,0.753
strat,v2,7,200,A_macrof1_wtd,0.3816,0.3878,0.02271,0.00615,0.3477,0.4296
strat,v2,7,200,C_frac_majority,,0.9282,0.02022,,,
simple,v2,7,500,A_oa,0.6634,0.6632,0.01381,-0.00021,0.6312,0.6902
simple,v2,7,500,A_kappa,0.5375,0.5368,0.01749,-0.00076,0.5002,0.5674
simple,v2,7,500,A_macrof1,0.3816,0.4752,0.04651,0.09359,0.4081,0.5547
simple,v2,7,500,B_oa,0.7256,0.725,0.01739,-0.00053,0.694,0.7611
simple,v2,7,500,C_oa,0.6915,0.6907,0.01928,-0.00085,0.6486,0.729
simple,v2,7,500,A_oa_wtd,0.6634,0.6632,0.01381,-0.00021,0.6312,0.6902
simple,v2,7,500,A_macrof1_wtd,0.3816,0.4752,0.04651,0.09359,0.4081,0.5547
simple,v2,7,500,C_frac_majority,,0.9447,0.01079,,,
strat,v2,7,500,A_oa,0.6634,0.5039,0.01256,-0.1595,0.4826,0.5236
strat,v2,7,500,A_kappa,0.5375,0.4243,0.0141,-0.11318,0.4007,0.4468
strat,v2,7,500,A_macrof1,0.3816,0.401,0.0129,0.01941,0.3759,0.4234
strat,v2,7,500,B_oa,0.7256,0.7312,0.02943,0.00563,0.68,0.7886
strat,v2,7,500,C_oa,0.6915,0.6964,0.03186,0.00486,0.6411,0.7595
strat,v2,7,500,A_oa_wtd,0.6634,0.6692,0.0229,0.00576,0.6302,0.7137
strat,v2,7,500,A_macrof1_wtd,0.3816,0.3825,0.01113,0.00087,0.3619,0.4024
strat,v2,7,500,C_frac_majority,,0.926,0.01157,,,
simple,v2,7,1000,A_oa,0.6634,0.6625,0.01073,-0.00089,0.6413,0.6847
simple,v2,7,1000,A_kappa,0.5375,0.5363,0.01445,-0.00119,0.5088,0.5644
simple,v2,7,1000,A_macrof1,0.3816,0.4308,0.03742,0.04915,0.3668,0.4898
simple,v2,7,1000,B_oa,0.7256,0.7255,0.01386,-7e-05,0.6975,0.751
simple,v2,7,1000,C_oa,0.6915,0.6906,0.01418,-0.00091,0.665,0.7146
simple,v2,7,1000,A_oa_wtd,0.6634,0.6625,0.01073,-0.00089,0.6413,0.6847
simple,v2,7,1000,A_macrof1_wtd,0.3816,0.4308,0.03742,0.04915,0.3668,0.4898
simple,v2,7,1000,C_frac_majority,,0.9441,0.00721,,,
strat,v2,7,1000,A_oa,0.6634,0.5035,0.00814,-0.15993,0.49,0.52
strat,v2,7,1000,A_kappa,0.5375,0.4245,0.00901,-0.11306,0.4096,0.4421
strat,v2,7,1000,A_macrof1,0.3816,0.4019,0.00777,0.02032,0.3884,0.4169
strat,v2,7,1000,B_oa,0.7256,0.7258,0.02208,0.00021,0.6804,0.7625
strat,v2,7,1000,C_oa,0.6915,0.6904,0.02212,-0.00112,0.6458,0.7257
strat,v2,7,1000,A_oa_wtd,0.6634,0.6629,0.01718,-0.00048,0.6248,0.6924
strat,v2,7,1000,A_macrof1_wtd,0.3816,0.3814,0.00845,-0.00019,0.3669,0.3965
strat,v2,7,1000,C_frac_majority,,0.9258,0.00786,,,
simple,v2,7,2000,A_oa,0.6634,0.6636,0.00756,0.00019,0.6485,0.68
simple,v2,7,2000,A_kappa,0.5375,0.5379,0.00954,0.00034,0.5204,0.5582
simple,v2,7,2000,A_macrof1,0.3816,0.4021,0.02555,0.02047,0.3717,0.4757
simple,v2,7,2000,B_oa,0.7256,0.7254,0.00935,-0.0002,0.706,0.7415
simple,v2,7,2000,C_oa,0.6915,0.6914,0.01007,-0.00019,0.6697,0.7103
simple,v2,7,2000,A_oa_wtd,0.6634,0.6636,0.00756,0.00019,0.6485,0.68
simple,v2,7,2000,A_macrof1_wtd,0.3816,0.4021,0.02555,0.02047,0.3717,0.4757
simple,v2,7,2000,C_frac_majority,,0.9464,0.00526,,,
strat,v2,7,2000,A_oa,0.6634,0.5047,0.00601,-0.1587,0.4928,0.5155
strat,v2,7,2000,A_kappa,0.5375,0.4256,0.00665,-0.11195,0.4124,0.4381
strat,v2,7,2000,A_macrof1,0.3816,0.4012,0.00512,0.01958,0.3915,0.4118
strat,v2,7,2000,B_oa,0.7256,0.7263,0.01566,0.0007,0.6969,0.757
strat,v2,7,2000,C_oa,0.6915,0.6926,0.01634,0.00102,0.6635,0.7231
strat,v2,7,2000,A_oa_wtd,0.6634,0.6632,0.01362,-0.00015,0.6376,0.6875
strat,v2,7,2000,A_macrof1_wtd,0.3816,0.3812,0.00567,-0.00039,0.3714,0.3931
strat,v2,7,2000,C_frac_majority,,0.9271,0.00433,,,
simple,v2,7,5000,A_oa,0.6634,0.6642,0.00568,0.00077,0.6522,0.6733
simple,v2,7,5000,A_kappa,0.5375,0.5383,0.00731,0.00078,0.5218,0.5524
simple,v2,7,5000,A_macrof1,0.3816,0.3843,0.01125,0.00265,0.3725,0.425
simple,v2,7,5000,B_oa,0.7256,0.7261,0.007,0.00049,0.7135,0.7381
simple,v2,7,5000,C_oa,0.6915,0.6922,0.00692,0.00062,0.678,0.7041
simple,v2,7,5000,A_oa_wtd,0.6634,0.6642,0.00568,0.00077,0.6522,0.6733
simple,v2,7,5000,A_macrof1_wtd,0.3816,0.3843,0.01125,0.00265,0.3725,0.425
simple,v2,7,5000,C_frac_majority,,0.9448,0.00334,,,
strat,v2,7,5000,A_oa,0.6634,0.5224,0.00388,-0.14103,0.5141,0.5284
strat,v2,7,5000,A_kappa,0.5375,0.4428,0.00443,-0.09477,0.4334,0.45
strat,v2,7,5000,A_macrof1,0.3816,0.4008,0.00349,0.01916,0.3939,0.4075
strat,v2,7,5000,B_oa,0.7256,0.7265,0.01058,0.00091,0.7058,0.7479
strat,v2,7,5000,C_oa,0.6915,0.6926,0.01044,0.00104,0.6717,0.7127
strat,v2,7,5000,A_oa_wtd,0.6634,0.6645,0.00812,0.00111,0.6488,0.6832
strat,v2,7,5000,A_macrof1_wtd,0.3816,0.3822,0.00418,0.00055,0.3739,0.3907
strat,v2,7,5000,C_frac_majority,,0.9343,0.00311,,,
simple,v2,9,20,A_oa,0.6635,0.658,0.0737,-0.00545,0.5006,0.7794
simple,v2,9,20,A_kappa,0.5376,0.5206,0.09939,-0.01705,0.3091,0.6861
simple,v2,9,20,A_macrof1,0.3816,0.5742,0.07314,0.1926,0.4221,0.7014
simple,v2,9,20,B_oa,0.7388,0.7305,0.09767,-0.00827,0.5238,0.9
simple,v2,9,20,C_oa,0.6983,0.6905,0.09891,-0.00782,0.4738,0.85
simple,v2,9,20,A_oa_wtd,0.6635,0.658,0.0737,-0.00545,0.5006,0.7794
simple,v2,9,20,A_macrof1_wtd,0.3816,0.5742,0.07314,0.1926,0.4221,0.7014
simple,v2,9,20,C_frac_majority,,0.9325,0.05568,,,
strat,v2,9,20,A_oa,0.6635,0.5219,0.06083,-0.14162,0.4033,0.6252
strat,v2,9,20,A_kappa,0.5376,0.4377,0.06776,-0.09995,0.3049,0.5522
strat,v2,9,20,A_macrof1,0.3816,0.5065,0.06539,0.12488,0.3873,0.6313
strat,v2,9,20,B_oa,0.7388,0.7725,0.15093,0.03375,0.4727,0.9394
strat,v2,9,20,C_oa,0.6983,0.737,0.16821,0.03865,0.3192,0.9272
strat,v2,9,20,A_oa_wtd,0.6635,0.6858,0.1201,0.02228,0.4381,0.856
strat,v2,9,20,A_macrof1_wtd,0.3816,0.5021,0.08245,0.12052,0.3542,0.6589
strat,v2,9,20,C_frac_majority,,0.9145,0.06563,,,
simple,v2,9,50,A_oa,0.6635,0.6686,0.04571,0.00512,0.5781,0.7426
simple,v2,9,50,A_kappa,0.5376,0.5444,0.05494,0.00675,0.43,0.6413
simple,v2,9,50,A_macrof1,0.3816,0.591,0.05454,0.20941,0.4807,0.6811
simple,v2,9,50,B_oa,0.7388,0.7444,0.06173,0.00563,0.6295,0.8705
simple,v2,9,50,C_oa,0.6983,0.7044,0.06081,0.00608,0.6,0.8105
simple,v2,9,50,A_oa_wtd,0.6635,0.6686,0.04571,0.00512,0.5781,0.7426
simple,v2,9,50,A_macrof1_wtd,0.3816,0.591,0.05454,0.20941,0.4807,0.6811
simple,v2,9,50,C_frac_majority,,0.9288,0.03258,,,
strat,v2,9,50,A_oa,0.6635,0.5154,0.04145,-0.14809,0.4322,0.5823
strat,v2,9,50,A_kappa,0.5376,0.4324,0.0474,-0.10527,0.3365,0.5109
strat,v2,9,50,A_macrof1,0.3816,0.4455,0.04656,0.06389,0.3453,0.5406
strat,v2,9,50,B_oa,0.7388,0.7388,0.10565,3e-05,0.5448,0.8959
strat,v2,9,50,C_oa,0.6983,0.7004,0.10191,0.0021,0.5175,0.859
strat,v2,9,50,A_oa_wtd,0.6635,0.6605,0.0823,-0.00296,0.4766,0.7976
strat,v2,9,50,A_macrof1_wtd,0.3816,0.4311,0.05621,0.04944,0.3397,0.5458
strat,v2,9,50,C_frac_majority,,0.91,0.04124,,,
simple,v2,9,100,A_oa,0.6635,0.6674,0.03041,0.00396,0.6125,0.7203
simple,v2,9,100,A_kappa,0.5376,0.5394,0.0405,0.00178,0.4567,0.6172
simple,v2,9,100,A_macrof1,0.3816,0.5631,0.05756,0.18145,0.4594,0.6612
simple,v2,9,100,B_oa,0.7388,0.7459,0.04221,0.00713,0.6548,0.82
simple,v2,9,100,C_oa,0.6983,0.7049,0.04101,0.00658,0.62,0.7852
simple,v2,9,100,A_oa_wtd,0.6635,0.6674,0.03041,0.00396,0.6125,0.7203
simple,v2,9,100,A_macrof1_wtd,0.3816,0.5631,0.05756,0.18145,0.4594,0.6612
simple,v2,9,100,C_frac_majority,,0.9271,0.029,,,
strat,v2,9,100,A_oa,0.6635,0.5181,0.0227,-0.14537,0.4788,0.5612
strat,v2,9,100,A_kappa,0.5376,0.4364,0.0252,-0.10123,0.3891,0.4869
strat,v2,9,100,A_macrof1,0.3816,0.4158,0.03206,0.03416,0.3613,0.4729
strat,v2,9,100,B_oa,0.7388,0.7352,0.07566,-0.00354,0.5734,0.8525
strat,v2,9,100,C_oa,0.6983,0.6923,0.07874,-0.00601,0.5283,0.8237
strat,v2,9,100,A_oa_wtd,0.6635,0.6624,0.05727,-0.00108,0.5418,0.7578
strat,v2,9,100,A_macrof1_wtd,0.3816,0.4015,0.04001,0.0199,0.3408,0.488
strat,v2,9,100,C_frac_majority,,0.9068,0.02814,,,
simple,v2,9,200,A_oa,0.6635,0.6623,0.0246,-0.00115,0.6181,0.7043
simple,v2,9,200,A_kappa,0.5376,0.5355,0.03205,-0.00218,0.4738,0.5905
simple,v2,9,200,A_macrof1,0.3816,0.5243,0.05793,0.14268,0.4118,0.6375
simple,v2,9,200,B_oa,0.7388,0.7384,0.02922,-0.00037,0.6847,0.78
simple,v2,9,200,C_oa,0.6983,0.6969,0.03204,-0.00137,0.6324,0.75
simple,v2,9,200,A_oa_wtd,0.6635,0.6623,0.0246,-0.00115,0.6181,0.7043
simple,v2,9,200,A_macrof1_wtd,0.3816,0.5243,0.05793,0.14268,0.4118,0.6375
simple,v2,9,200,C_frac_majority,,0.9255,0.01873,,,
strat,v2,9,200,A_oa,0.6635,0.5158,0.02073,-0.14772,0.4722,0.552
strat,v2,9,200,A_kappa,0.5376,0.4338,0.02263,-0.10386,0.3886,0.4759
strat,v2,9,200,A_macrof1,0.3816,0.4027,0.01896,0.02103,0.3694,0.442
strat,v2,9,200,B_oa,0.7388,0.7343,0.05236,-0.00449,0.6304,0.8239
strat,v2,9,200,C_oa,0.6983,0.6936,0.04838,-0.0047,0.6099,0.7782
strat,v2,9,200,A_oa_wtd,0.6635,0.6569,0.03866,-0.0066,0.5815,0.7261
strat,v2,9,200,A_macrof1_wtd,0.3816,0.3809,0.01966,-0.00073,0.339,0.4227
strat,v2,9,200,C_frac_majority,,0.9054,0.01866,,,
simple,v2,9,500,A_oa,0.6635,0.6642,0.01421,0.00076,0.639,0.6896
simple,v2,9,500,A_kappa,0.5376,0.5395,0.01865,0.00188,0.5031,0.5713
simple,v2,9,500,A_macrof1,0.3816,0.4501,0.0449,0.0685,0.3752,0.5374
simple,v2,9,500,B_oa,0.7388,0.741,0.01964,0.00219,0.7089,0.7771
simple,v2,9,500,C_oa,0.6983,0.6998,0.02092,0.00144,0.666,0.738
simple,v2,9,500,A_oa_wtd,0.6635,0.6642,0.01421,0.00076,0.639,0.6896
simple,v2,9,500,A_macrof1_wtd,0.3816,0.4501,0.0449,0.0685,0.3752,0.5374
simple,v2,9,500,C_frac_majority,,0.9252,0.01246,,,
strat,v2,9,500,A_oa,0.6635,0.5181,0.01232,-0.14536,0.4958,0.5476
strat,v2,9,500,A_kappa,0.5376,0.4364,0.01346,-0.1012,0.4137,0.4681
strat,v2,9,500,A_macrof1,0.3816,0.4057,0.01232,0.02407,0.3804,0.4284
strat,v2,9,500,B_oa,0.7388,0.7373,0.03505,-0.00148,0.6676,0.8006
strat,v2,9,500,C_oa,0.6983,0.6968,0.03507,-0.00152,0.6238,0.7554
strat,v2,9,500,A_oa_wtd,0.6635,0.6596,0.02839,-0.00384,0.6004,0.7109
strat,v2,9,500,A_macrof1_wtd,0.3816,0.3822,0.01368,0.00059,0.3565,0.406
strat,v2,9,500,C_frac_majority,,0.9071,0.01131,,,
simple,v2,9,1000,A_oa,0.6635,0.664,0.01099,0.00056,0.6443,0.6879
simple,v2,9,1000,A_kappa,0.5376,0.5384,0.01422,0.00076,0.5088,0.5687
simple,v2,9,1000,A_macrof1,0.3816,0.4125,0.03351,0.03087,0.3697,0.4852
simple,v2,9,1000,B_oa,0.7388,0.7404,0.01378,0.00168,0.7185,0.7711
simple,v2,9,1000,C_oa,0.6983,0.6994,0.01443,0.00107,0.6775,0.7285
simple,v2,9,1000,A_oa_wtd,0.6635,0.664,0.01099,0.00056,0.6443,0.6879
simple,v2,9,1000,A_macrof1_wtd,0.3816,0.4125,0.03351,0.03087,0.3697,0.4852
simple,v2,9,1000,C_frac_majority,,0.928,0.00841,,,
strat,v2,9,1000,A_oa,0.6635,0.5198,0.00871,-0.14368,0.5016,0.5351
strat,v2,9,1000,A_kappa,0.5376,0.4383,0.00917,-0.09934,0.42,0.4541
strat,v2,9,1000,A_macrof1,0.3816,0.4058,0.00772,0.02413,0.3925,0.421
strat,v2,9,1000,B_oa,0.7388,0.7412,0.02799,0.0024,0.6934,0.8
strat,v2,9,1000,C_oa,0.6983,0.6989,0.028,0.00054,0.6468,0.7577
strat,v2,9,1000,A_oa_wtd,0.6635,0.6644,0.02076,0.00089,0.625,0.706
strat,v2,9,1000,A_macrof1_wtd,0.3816,0.3835,0.00818,0.00189,0.3693,0.4004
strat,v2,9,1000,C_frac_majority,,0.9093,0.00781,,,
simple,v2,9,2000,A_oa,0.6635,0.6637,0.00781,0.00019,0.6492,0.6778
simple,v2,9,2000,A_kappa,0.5376,0.538,0.01058,0.00037,0.5197,0.5579
simple,v2,9,2000,A_macrof1,0.3816,0.3951,0.02328,0.01349,0.3691,0.4515
simple,v2,9,2000,B_oa,0.7388,0.7395,0.0098,0.00072,0.7242,0.7583
simple,v2,9,2000,C_oa,0.6983,0.6987,0.01027,0.00034,0.6795,0.716
