source,change_class,cell_id,bracket,f1,ref_pixels_of_class,pred_pixels_of_class,present_via
v6,insect_disease,17331,2020_2022,0.0,0,1887,prediction
v6,beaver,17331,2020_2022,0.0,0,2529,prediction
spec_all,harvest,17331,2020_2022,0.0,0,121,prediction
spec_all,development,17331,2020_2022,0.0,0,1010,prediction
spec_all,insect_disease,17331,2020_2022,0.0,0,18912,prediction
spec_all,beaver,17331,2020_2022,0.0,0,3591,prediction
v2,harvest,17602,2018_2020,0.0,0,35,prediction
v2,development,17602,2018_2020,0.01562,28,228,both
v3,harvest,17602,2018_2020,0.0,0,66,prediction
v3,development,17602,2018_2020,0.0,28,248,both
v4,harvest,17602,2018_2020,0.0,0,238,prediction
v4,development,17602,2018_2020,0.00227,28,1734,both
v4,insect_disease,17602,2018_2020,0.0,0,1,prediction
v4,beaver,17602,2018_2020,0.0,0,6,prediction
v5,harvest,17602,2018_2020,0.0,0,66,prediction
v5,development,17602,2018_2020,0.0,28,367,both
v6,harvest,17602,2018_2020,0.0,0,8754,prediction
v6,development,17602,2018_2020,0.00311,28,8967,both
v6,insect_disease,17602,2018_2020,0.0,0,5839,prediction
v6,beaver,17602,2018_2020,0.0,0,5769,prediction
spec_all,harvest,17602,2018_2020,0.0,0,52,prediction
spec_all,development,17602,2018_2020,0.00368,28,515,both
spec_all,insect_disease,17602,2018_2020,0.0,0,538,prediction
spec_all,beaver,17602,2018_2020,0.0,0,30,prediction
v2,harvest,17613,2018_2020,0.0,0,139,prediction
v2,development,17613,2018_2020,0.0,0,101,prediction
v3,harvest,17613,2018_2020,0.0,0,10,prediction
v3,development,17613,2018_2020,0.0,0,314,prediction
v4,harvest,17613,2018_2020,0.0,0,1896,prediction
v4,development,17613,2018_2020,0.0,0,950,prediction
v4,insect_disease,17613,2018_2020,0.0,0,8,prediction
v4,beaver,17613,2018_2020,0.0,0,18,prediction
v5,harvest,17613,2018_2020,0.0,0,7,prediction
v5,development,17613,2018_2020,0.0,0,596,prediction
v6,harvest,17613,2018_2020,0.0,0,10914,prediction
v6,development,17613,2018_2020,0.0,0,23321,prediction
v6,insect_disease,17613,2018_2020,0.0,0,7006,prediction
v6,beaver,17613,2018_2020,0.0,0,7434,prediction
spec_all,harvest,17613,2018_2020,0.0,0,837,prediction
spec_all,development,17613,2018_2020,0.0,0,2459,prediction
spec_all,insect_disease,17613,2018_2020,0.0,0,18,prediction
spec_all,beaver,17613,2018_2020,0.0,0,20,prediction
v4,development,17943,2019_2021,0.0,0,4844,prediction
v4,beaver,17943,2019_2021,0.0,0,7094,prediction
v6,harvest,17943,2019_2021,0.0,0,32326,prediction
v6,development,17943,2019_2021,0.0,0,16819,prediction
v6,insect_disease,17943,2019_2021,0.0,0,25902,prediction
v6,beaver,17943,2019_2021,0.0,0,15005,prediction
v2,harvest,18731,2018_2020,0.0,0,114,prediction
v2,development,18731,2018_2020,0.07874,29,479,both
v2,insect_disease,18731,2018_2020,0.0,278,0,reference
v2,beaver,18731,2018_2020,0.0,0,6275,prediction
v3,harvest,18731,2018_2020,0.0,0,399,prediction
v3,development,18731,2018_2020,0.0,29,216,both
v3,insect_disease,18731,2018_2020,0.0,278,4,both
v3,beaver,18731,2018_2020,0.0,0,5331,prediction
v4,harvest,18731,2018_2020,0.0,0,256,prediction
v4,development,18731,2018_2020,0.02665,29,1997,both
v4,insect_disease,18731,2018_2020,0.0,278,1218,both
v4,beaver,18731,2018_2020,0.0,0,655,prediction
v5,harvest,18731,2018_2020,0.0,0,1991,prediction
v5,development,18731,2018_2020,0.0,29,461,both
v5,insect_disease,18731,2018_2020,0.0,278,7,both
v5,beaver,18731,2018_2020,0.0,0,10060,prediction
v6,harvest,18731,2018_2020,0.0,0,9632,prediction
v6,development,18731,2018_2020,0.00622,29,5437,both
v6,insect_disease,18731,2018_2020,0.0082,278,5817,both
v6,beaver,18731,2018_2020,0.0,0,6853,prediction
spec_all,harvest,18731,2018_2020,0.0,0,79,prediction
spec_all,development,18731,2018_2020,0.00578,29,2393,both
spec_all,insect_disease,18731,2018_2020,0.00235,278,4822,both
spec_all,beaver,18731,2018_2020,0.0,0,1888,prediction
v2,harvest,18930,2018_2020,0.0,0,175,prediction
v2,development,18930,2018_2020,0.0,0,327,prediction
v3,harvest,18930,2018_2020,0.0,0,108,prediction
v3,development,18930,2018_2020,0.0,0,189,prediction
v4,harvest,18930,2018_2020,0.0,0,1028,prediction
v4,development,18930,2018_2020,0.0,0,786,prediction
v4,insect_disease,18930,2018_2020,0.0,0,3,prediction
v4,beaver,18930,2018_2020,0.0,0,3,prediction
v5,harvest,18930,2018_2020,0.0,0,308,prediction
v5,development,18930,2018_2020,0.0,0,586,prediction
v6,harvest,18930,2018_2020,0.0,0,11141,prediction
v6,development,18930,2018_2020,0.0,0,12227,prediction
v6,insect_disease,18930,2018_2020,0.0,0,8978,prediction
v6,beaver,18930,2018_2020,0.0,0,8543,prediction
spec_all,harvest,18930,2018_2020,0.0,0,1052,prediction
spec_all,development,18930,2018_2020,0.0,0,7129,prediction
spec_all,insect_disease,18930,2018_2020,0.0,0,367,prediction
spec_all,beaver,18930,2018_2020,0.0,0,15,prediction
v2,harvest,20941,2017_2019,0.0,8624,0,reference
v2,insect_disease,20941,2017_2019,0.0,11910,2886,both
v2,beaver,20941,2017_2019,0.0,0,20725,prediction
v3,harvest,20941,2017_2019,0.0,8624,73,both
v3,insect_disease,20941,2017_2019,0.0,11910,0,reference
v3,beaver,20941,2017_2019,0.0,0,42301,prediction
v4,harvest,20941,2017_2019,0.00023,8624,1,both
v4,development,20941,2017_2019,0.0,0,3,prediction
v4,insect_disease,20941,2017_2019,0.00792,11910,7033,both
v4,beaver,20941,2017_2019,0.0,0,229,prediction
v5,harvest,20941,2017_2019,0.0,8624,766,both
v5,insect_disease,20941,2017_2019,0.0005,11910,12,both
v5,beaver,20941,2017_2019,0.0,0,28114,prediction
v6,harvest,20941,2017_2019,0.09621,8624,6925,both
v6,development,20941,2017_2019,0.0,0,3548,prediction
v6,insect_disease,20941,2017_2019,0.02552,11910,2199,both
v6,beaver,20941,2017_2019,0.0,0,3286,prediction
spec_all,harvest,20941,2017_2019,0.04327,8624,205,both
spec_all,development,20941,2017_2019,0.0,0,743,prediction
spec_all,insect_disease,20941,2017_2019,0.10351,11910,46943,both
spec_all,beaver,20941,2017_2019,0.0,0,17026,prediction
v2,harvest,21050,2018_2020,0.0738,1699,171,both
v2,development,21050,2018_2020,0.0,0,234,prediction
v2,insect_disease,21050,2018_2020,0.0,7204,0,reference
v2,beaver,21050,2018_2020,0.0,0,3963,prediction
v3,harvest,21050,2018_2020,0.0,1699,795,both
v3,development,21050,2018_2020,0.0,0,5,prediction
v3,insect_disease,21050,2018_2020,0.0,7204,0,reference
v3,beaver,21050,2018_2020,0.0,0,3256,prediction
v4,harvest,21050,2018_2020,0.04427,1699,289,both
v4,development,21050,2018_2020,0.0,0,2580,prediction
v4,insect_disease,21050,2018_2020,0.00604,7204,2074,both
v4,beaver,21050,2018_2020,0.0,0,1262,prediction
v5,harvest,21050,2018_2020,0.0148,1699,11272,both
v5,development,21050,2018_2020,0.0,0,74,prediction
v5,insect_disease,21050,2018_2020,0.0,7204,0,reference
v5,beaver,21050,2018_2020,0.0,0,11148,prediction
v6,harvest,21050,2018_2020,0.03761,1699,9150,both
v6,development,21050,2018_2020,0.0,0,5057,prediction
v6,insect_disease,21050,2018_2020,0.05387,7204,6012,both
v6,beaver,21050,2018_2020,0.0,0,6974,prediction
spec_all,harvest,21050,2018_2020,0.00114,1699,54,both
spec_all,development,21050,2018_2020,0.0,0,124,prediction
spec_all,insect_disease,21050,2018_2020,0.28006,7204,16248,both
spec_all,beaver,21050,2018_2020,0.0,0,6571,prediction
v2,harvest,21102,2018_2020,0.30304,8927,2240,both
v2,development,21102,2018_2020,0.0,0,257,prediction
v2,insect_disease,21102,2018_2020,0.0,1228,0,reference
v2,beaver,21102,2018_2020,0.0,0,6903,prediction
v3,harvest,21102,2018_2020,0.06943,8927,1068,both
v3,development,21102,2018_2020,0.0,0,20,prediction
v3,insect_disease,21102,2018_2020,0.0,1228,0,reference
v3,beaver,21102,2018_2020,0.0,0,5892,prediction
v4,harvest,21102,2018_2020,0.37374,8927,5880,both
v4,development,21102,2018_2020,0.0,0,3508,prediction
v4,insect_disease,21102,2018_2020,0.01684,1228,553,both
v4,beaver,21102,2018_2020,0.0,0,3808,prediction
v5,harvest,21102,2018_2020,0.1143,8927,2289,both
v5,insect_disease,21102,2018_2020,0.0,1228,0,reference
v5,beaver,21102,2018_2020,0.0,0,13197,prediction
v6,harvest,21102,2018_2020,0.11543,8927,9786,both
v6,development,21102,2018_2020,0.0,0,6642,prediction
v6,insect_disease,21102,2018_2020,0.03075,1228,7813,both
v6,beaver,21102,2018_2020,0.0,0,7635,prediction
spec_all,harvest,21102,2018_2020,0.44037,8927,14122,both
spec_all,development,21102,2018_2020,0.0,0,2326,prediction
spec_all,insect_disease,21102,2018_2020,0.12257,1228,2264,both
spec_all,beaver,21102,2018_2020,0.0,0,10923,prediction
v2,harvest,22691,2019_2021,0.0,0,27,prediction
v2,insect_disease,22691,2019_2021,0.0,9110,3,both
v2,beaver,22691,2019_2021,0.0,0,11625,prediction
v3,harvest,22691,2019_2021,0.0,0,14,prediction
v3,insect_disease,22691,2019_2021,0.0,9110,0,reference
v3,beaver,22691,2019_2021,0.0,0,15788,prediction
v4,harvest,22691,2019_2021,0.0,0,397,prediction
v4,development,22691,2019_2021,0.0,0,16745,prediction
v4,insect_disease,22691,2019_2021,0.0,9110,0,reference
v4,beaver,22691,2019_2021,0.0,0,2766,prediction
v5,harvest,22691,2019_2021,0.0,0,1063,prediction
v5,insect_disease,22691,2019_2021,0.00022,9110,38,both
v5,beaver,22691,2019_2021,0.0,0,10857,prediction
v6,harvest,22691,2019_2021,0.0,0,16542,prediction
v6,development,22691,2019_2021,0.0,0,14400,prediction
v6,insect_disease,22691,2019_2021,0.10451,9110,16724,both
v6,beaver,22691,2019_2021,0.0,0,14192,prediction
spec_all,harvest,22691,2019_2021,0.0,0,2,prediction
spec_all,development,22691,2019_2021,0.0,0,143,prediction
spec_all,insect_disease,22691,2019_2021,0.31346,9110,46890,both
spec_all,beaver,22691,2019_2021,0.0,0,1892,prediction
v2,harvest,22823,2020_2022,0.20049,23608,2718,both
v2,development,22823,2020_2022,0.0,0,129,prediction
v2,beaver,22823,2020_2022,0.0,0,149,prediction
v3,harvest,22823,2020_2022,0.01896,23608,1387,both
v3,beaver,22823,2020_2022,0.0,0,3272,prediction
v4,harvest,22823,2020_2022,0.40617,23608,7074,both
v4,development,22823,2020_2022,0.0,0,596,prediction
v4,insect_disease,22823,2020_2022,0.0,0,20959,prediction
v4,beaver,22823,2020_2022,0.0,0,2230,prediction
v5,harvest,22823,2020_2022,0.01512,23608,1261,both
v5,development,22823,2020_2022,0.0,0,1,prediction
v5,beaver,22823,2020_2022,0.0,0,297,prediction
v6,harvest,22823,2020_2022,0.18032,23608,8246,both
v6,development,22823,2020_2022,0.0,0,11491,prediction
v6,insect_disease,22823,2020_2022,0.0,0,4089,prediction
v6,beaver,22823,2020_2022,0.0,0,5163,prediction
spec_all,harvest,22823,2020_2022,0.43643,23608,7233,both
spec_all,development,22823,2020_2022,0.0,0,641,prediction
spec_all,insect_disease,22823,2020_2022,0.0,0,270,prediction
spec_all,beaver,22823,2020_2022,0.0,0,246,prediction
v2,insect_disease,23240,2021_2023,0.0,0,1,prediction
v2,beaver,23240,2021_2023,0.0,0,150,prediction
v3,beaver,23240,2021_2023,0.0,0,6600,prediction
v4,insect_disease,23240,2021_2023,0.0,0,492,prediction
v5,harvest,23240,2021_2023,0.0,0,62,prediction
v5,development,23240,2021_2023,0.0,0,83,prediction
v5,beaver,23240,2021_2023,0.0,0,3178,prediction
v6,harvest,23240,2021_2023,0.0,0,10093,prediction
v6,development,23240,2021_2023,0.0,0,5005,prediction
v6,insect_disease,23240,2021_2023,0.0,0,8786,prediction
v6,beaver,23240,2021_2023,0.0,0,9112,prediction
spec_all,insect_disease,23240,2021_2023,0.0,0,53798,prediction
spec_all,beaver,23240,2021_2023,0.0,0,7211,prediction
v2,harvest,23753,2018_2020,0.4898,163,278,both
v2,development,23753,2018_2020,0.0,0,208,prediction
v2,insect_disease,23753,2018_2020,0.0,455,0,reference
v3,harvest,23753,2018_2020,0.00909,163,277,both
v3,development,23753,2018_2020,0.0,0,225,prediction
v3,insect_disease,23753,2018_2020,0.0,455,0,reference
v4,harvest,23753,2018_2020,0.09712,163,1608,both
v4,development,23753,2018_2020,0.0,0,240,prediction
v4,insect_disease,23753,2018_2020,0.0,455,11,both
v5,harvest,23753,2018_2020,0.0,163,129,both
v5,development,23753,2018_2020,0.0,0,968,prediction
v5,insect_disease,23753,2018_2020,0.0,455,0,reference
v6,harvest,23753,2018_2020,0.00284,163,10398,both
v6,development,23753,2018_2020,0.0,0,11278,prediction
v6,insect_disease,23753,2018_2020,0.00856,455,7953,both
v6,beaver,23753,2018_2020,0.0,0,8183,prediction
spec_all,harvest,23753,2018_2020,0.00435,163,297,both
spec_all,development,23753,2018_2020,0.0,0,2676,prediction
spec_all,insect_disease,23753,2018_2020,0.0,455,35,both
spec_all,beaver,23753,2018_2020,0.0,0,153,prediction
v2,harvest,24192,2020_2022,0.04497,73,683,both
v2,development,24192,2020_2022,0.0,0,658,prediction
v2,insect_disease,24192,2020_2022,0.0,0,92,prediction
v2,beaver,24192,2020_2022,0.03666,379,3494,both
v3,harvest,24192,2020_2022,0.04651,73,56,both
v3,development,24192,2020_2022,0.0,0,7,prediction
v3,insect_disease,24192,2020_2022,0.0,0,7,prediction
v3,beaver,24192,2020_2022,0.04336,379,1835,both
v4,harvest,24192,2020_2022,0.00388,73,8179,both
v4,development,24192,2020_2022,0.0,0,1473,prediction
v4,insect_disease,24192,2020_2022,0.0,0,734,prediction
v4,beaver,24192,2020_2022,0.01437,379,8665,both
v5,harvest,24192,2020_2022,0.06349,73,53,both
v5,development,24192,2020_2022,0.0,0,348,prediction
v5,insect_disease,24192,2020_2022,0.0,0,97,prediction
v5,beaver,24192,2020_2022,0.0488,379,1957,both
v6,harvest,24192,2020_2022,0.00253,73,10996,both
v6,development,24192,2020_2022,0.0,0,8688,prediction
v6,insect_disease,24192,2020_2022,0.0,0,8712,prediction
v6,beaver,24192,2020_2022,0.00887,379,8865,both
spec_all,harvest,24192,2020_2022,0.007,73,5070,both
spec_all,development,24192,2020_2022,0.0,0,5629,prediction
spec_all,insect_disease,24192,2020_2022,0.0,0,8253,prediction
spec_all,beaver,24192,2020_2022,0.16727,379,996,both
v2,harvest,24360,2018_2020,0.0,2556,2,both
v2,development,24360,2018_2020,0.0,0,73,prediction
v2,insect_disease,24360,2018_2020,0.0,1206,0,reference
v2,beaver,24360,2018_2020,0.0,74,0,reference
v3,harvest,24360,2018_2020,0.05063,2556,367,both
v3,development,24360,2018_2020,0.0,0,545,prediction
v3,insect_disease,24360,2018_2020,0.0,1206,0,reference
v3,beaver,24360,2018_2020,0.0,74,0,reference
v4,harvest,24360,2018_2020,0.00949,2556,1450,both
v4,development,24360,2018_2020,0.0,0,316,prediction
v4,insect_disease,24360,2018_2020,0.06203,1206,664,both
v4,beaver,24360,2018_2020,0.0,74,17,both
v5,harvest,24360,2018_2020,0.0,2556,272,both
v5,development,24360,2018_2020,0.0,0,2810,prediction
v5,insect_disease,24360,2018_2020,0.0,1206,0,reference
v5,beaver,24360,2018_2020,0.0,74,2,both
v6,harvest,24360,2018_2020,0.02661,2556,12326,both
v6,development,24360,2018_2020,0.0,0,13660,prediction
v6,insect_disease,24360,2018_2020,0.02639,1206,13421,both
v6,beaver,24360,2018_2020,0.00295,74,11457,both
spec_all,harvest,24360,2018_2020,0.3022,2556,581,both
spec_all,development,24360,2018_2020,0.0,0,4071,prediction
spec_all,insect_disease,24360,2018_2020,0.06572,1206,8533,both
spec_all,beaver,24360,2018_2020,0.00438,74,383,both
v2,harvest,24381,2020_2022,0.01264,1265,317,both
v2,development,24381,2020_2022,0.0,0,1038,prediction
v2,beaver,24381,2020_2022,0.0,0,4,prediction
v3,harvest,24381,2020_2022,0.00239,1265,412,both
v3,development,24381,2020_2022,0.0,0,578,prediction
v4,harvest,24381,2020_2022,0.00728,1265,4781,both
v4,development,24381,2020_2022,0.0,0,600,prediction
v4,insect_disease,24381,2020_2022,0.0,0,78,prediction
v4,beaver,24381,2020_2022,0.0,0,5857,prediction
v5,harvest,24381,2020_2022,0.0,1265,259,both
v5,development,24381,2020_2022,0.0,0,1872,prediction
v5,insect_disease,24381,2020_2022,0.0,0,3,prediction
v6,harvest,24381,2020_2022,0.02098,1265,11316,both
v6,development,24381,2020_2022,0.0,0,10475,prediction
v6,insect_disease,24381,2020_2022,0.0,0,10012,prediction
v6,beaver,24381,2020_2022,0.0,0,9781,prediction
spec_all,harvest,24381,2020_2022,0.00493,1265,2384,both
spec_all,development,24381,2020_2022,0.0,0,65,prediction
spec_all,insect_disease,24381,2020_2022,0.0,0,1427,prediction
spec_all,beaver,24381,2020_2022,0.0,0,97,prediction
v2,insect_disease,25072,2021_2023,0.0,0,2,prediction
v2,beaver,25072,2021_2023,0.0,0,1312,prediction
v3,beaver,25072,2021_2023,0.0,0,70673,prediction
v4,insect_disease,25072,2021_2023,0.0,0,3,prediction
v5,harvest,25072,2021_2023,0.0,0,1707,prediction
v5,beaver,25072,2021_2023,0.0,0,53694,prediction
v6,harvest,25072,2021_2023,0.0,0,10293,prediction
v6,development,25072,2021_2023,0.0,0,6177,prediction
v6,insect_disease,25072,2021_2023,0.0,0,11097,prediction
v6,beaver,25072,2021_2023,0.0,0,10083,prediction
spec_all,harvest,25072,2021_2023,0.0,0,1,prediction
spec_all,insect_disease,25072,2021_2023,0.0,0,8800,prediction
spec_all,beaver,25072,2021_2023,0.0,0,54855,prediction
v2,harvest,25092,2019_2021,0.27861,3519,4643,both
v2,insect_disease,25092,2019_2021,0.0,44,58,both
v2,beaver,25092,2019_2021,0.0,0,32153,prediction
v3,harvest,25092,2019_2021,0.25363,3519,4335,both
v3,insect_disease,25092,2019_2021,0.0,44,0,reference
v3,beaver,25092,2019_2021,0.0,0,31535,prediction
v4,harvest,25092,2019_2021,0.22202,3519,1985,both
v4,development,25092,2019_2021,0.0,0,2908,prediction
v4,insect_disease,25092,2019_2021,0.0,44,270,both
v4,beaver,25092,2019_2021,0.0,0,5897,prediction
v5,harvest,25092,2019_2021,0.10171,3519,19231,both
v5,insect_disease,25092,2019_2021,0.0,44,97,both
v5,beaver,25092,2019_2021,0.0,0,31009,prediction
v6,harvest,25092,2019_2021,0.07948,3519,10497,both
v6,development,25092,2019_2021,0.0,0,7619,prediction
v6,insect_disease,25092,2019_2021,0.00101,44,13775,both
v6,beaver,25092,2019_2021,0.0,0,11880,prediction
spec_all,harvest,25092,2019_2021,0.00226,3519,19,both
spec_all,development,25092,2019_2021,0.0,0,2,prediction
spec_all,insect_disease,25092,2019_2021,0.00198,44,44481,both
spec_all,beaver,25092,2019_2021,0.0,0,3267,prediction
v2,harvest,26752,2019_2021,0.0,0,399,prediction
v2,beaver,26752,2019_2021,0.0,0,36013,prediction
v3,harvest,26752,2019_2021,0.0,0,1181,prediction
v3,beaver,26752,2019_2021,0.0,0,39784,prediction
v4,harvest,26752,2019_2021,0.0,0,105,prediction
v4,development,26752,2019_2021,0.0,0,4444,prediction
v4,beaver,26752,2019_2021,0.0,0,920,prediction
v5,harvest,26752,2019_2021,0.0,0,10117,prediction
v5,development,26752,2019_2021,0.0,0,2,prediction
v5,beaver,26752,2019_2021,0.0,0,34036,prediction
v6,harvest,26752,2019_2021,0.0,0,9309,prediction
v6,development,26752,2019_2021,0.0,0,6866,prediction
v6,insect_disease,26752,2019_2021,0.0,0,13663,prediction
v6,beaver,26752,2019_2021,0.0,0,12538,prediction
spec_all,insect_disease,26752,2019_2021,0.0,0,14738,prediction
spec_all,beaver,26752,2019_2021,0.0,0,21408,prediction
v2,harvest,26973,2020_2022,0.0,74,455,both
v2,insect_disease,26973,2020_2022,0.0,0,208,prediction
v2,beaver,26973,2020_2022,0.01583,112,13537,both
v3,harvest,26973,2020_2022,0.02713,74,442,both
v3,insect_disease,26973,2020_2022,0.0,0,197,prediction
v3,beaver,26973,2020_2022,0.01012,112,18863,both
v4,harvest,26973,2020_2022,0.0,74,185,both
v4,development,26973,2020_2022,0.0,0,41,prediction
v4,insect_disease,26973,2020_2022,0.0,0,1164,prediction
v4,beaver,26973,2020_2022,0.0864,112,2087,both
v5,harvest,26973,2020_2022,0.00208,74,888,both
v5,insect_disease,26973,2020_2022,0.0,0,1658,prediction
v5,beaver,26973,2020_2022,0.01157,112,13370,both
v6,harvest,26973,2020_2022,0.00327,74,7881,both
v6,development,26973,2020_2022,0.0,0,2673,prediction
v6,insect_disease,26973,2020_2022,0.0,0,2938,prediction
v6,beaver,26973,2020_2022,0.00485,112,4427,both
spec_all,harvest,26973,2020_2022,0.01869,74,33,both
spec_all,insect_disease,26973,2020_2022,0.0,0,26627,prediction
spec_all,beaver,26973,2020_2022,0.0953,112,1462,both
v6,harvest,28412,2017_2019,0.0,0,1948,prediction
v6,development,28412,2017_2019,0.0,0,5,prediction
v6,insect_disease,28412,2017_2019,0.0,0,470,prediction
v6,beaver,28412,2017_2019,0.0,0,153,prediction
v2,harvest,28522,2018_2020,0.82359,947,935,both
v2,development,28522,2018_2020,0.0,0,8,prediction
v2,insect_disease,28522,2018_2020,0.0,0,219,prediction
v2,beaver,28522,2018_2020,0.00348,297,9461,both
v3,harvest,28522,2018_2020,0.24158,947,270,both
v3,insect_disease,28522,2018_2020,0.0,0,10,prediction
v3,beaver,28522,2018_2020,0.00142,297,6764,both
v4,harvest,28522,2018_2020,0.20336,947,361,both
v4,development,28522,2018_2020,0.0,0,962,prediction
v4,insect_disease,28522,2018_2020,0.0,0,1122,prediction
v4,beaver,28522,2018_2020,0.08817,297,1064,both
v5,harvest,28522,2018_2020,0.12625,947,1049,both
v5,development,28522,2018_2020,0.0,0,1,prediction
v5,insect_disease,28522,2018_2020,0.0,0,33,prediction
v5,beaver,28522,2018_2020,0.00095,297,41612,both
v6,harvest,28522,2018_2020,0.00682,947,6970,both
v6,development,28522,2018_2020,0.0,0,2121,prediction
v6,insect_disease,28522,2018_2020,0.0,0,3074,prediction
v6,beaver,28522,2018_2020,0.01677,297,3996,both
spec_all,harvest,28522,2018_2020,0.87027,947,903,both
spec_all,development,28522,2018_2020,0.0,0,121,prediction
spec_all,insect_disease,28522,2018_2020,0.0,0,4575,prediction
spec_all,beaver,28522,2018_2020,0.0,297,507,both
v2,harvest,29142,2018_2020,0.0,0,10,prediction
v2,development,29142,2018_2020,0.0,0,59,prediction
v2,insect_disease,29142,2018_2020,0.0,0,509,prediction
v2,beaver,29142,2018_2020,0.0,0,1185,prediction
v3,harvest,29142,2018_2020,0.0,0,19,prediction
v3,insect_disease,29142,2018_2020,0.0,0,637,prediction
v3,beaver,29142,2018_2020,0.0,0,345,prediction
v4,harvest,29142,2018_2020,0.0,0,645,prediction
v4,development,29142,2018_2020,0.0,0,1888,prediction
v4,insect_disease,29142,2018_2020,0.0,0,697,prediction
v4,beaver,29142,2018_2020,0.0,0,223,prediction
v5,harvest,29142,2018_2020,0.0,0,141,prediction
v5,development,29142,2018_2020,0.0,0,148,prediction
v5,insect_disease,29142,2018_2020,0.0,0,515,prediction
v5,beaver,29142,2018_2020,0.0,0,9792,prediction
v6,harvest,29142,2018_2020,0.0,0,8139,prediction
v6,development,29142,2018_2020,0.0,0,5859,prediction
v6,insect_disease,29142,2018_2020,0.0,0,4125,prediction
v6,beaver,29142,2018_2020,0.0,0,5248,prediction
spec_all,harvest,29142,2018_2020,0.0,0,991,prediction
spec_all,development,29142,2018_2020,0.0,0,431,prediction
spec_all,insect_disease,29142,2018_2020,0.0,0,2999,prediction
spec_all,beaver,29142,2018_2020,0.0,0,1164,prediction
v2,harvest,29490,2020_2022,0.0,0,1,prediction
v2,development,29490,2020_2022,0.0,3,0,reference
v2,insect_disease,29490,2020_2022,0.0,0,1465,prediction
v2,beaver,29490,2020_2022,0.0,0,20781,prediction
v3,harvest,29490,2020_2022,0.0,0,1,prediction
v3,development,29490,2020_2022,0.0,3,0,reference
v3,insect_disease,29490,2020_2022,0.0,0,1966,prediction
v3,beaver,29490,2020_2022,0.0,0,21306,prediction
v4,harvest,29490,2020_2022,0.0,0,135,prediction
v4,development,29490,2020_2022,0.0,3,3,both
v4,insect_disease,29490,2020_2022,0.0,0,9,prediction
v4,beaver,29490,2020_2022,0.0,0,2590,prediction
v5,harvest,29490,2020_2022,0.0,0,263,prediction
v5,development,29490,2020_2022,0.0,3,0,reference
v5,insect_disease,29490,2020_2022,0.0,0,7496,prediction
v5,beaver,29490,2020_2022,0.0,0,17348,prediction
v6,harvest,29490,2020_2022,0.0,0,11417,prediction
v6,development,29490,2020_2022,0.0,3,5952,both
v6,insect_disease,29490,2020_2022,0.0,0,11479,prediction
v6,beaver,29490,2020_2022,0.0,0,11010,prediction
spec_all,harvest,29490,2020_2022,0.0,0,30,prediction
spec_all,development,29490,2020_2022,0.0,3,2,both
spec_all,insect_disease,29490,2020_2022,0.0,0,29690,prediction
spec_all,beaver,29490,2020_2022,0.0,0,1245,prediction
v2,harvest,29513,2020_2022,0.20524,345,113,both
v2,insect_disease,29513,2020_2022,0.0,0,1284,prediction
v2,beaver,29513,2020_2022,0.01443,505,33593,both
v3,harvest,29513,2020_2022,0.00563,345,10,both
v3,insect_disease,29513,2020_2022,0.0,0,1578,prediction
v3,beaver,29513,2020_2022,0.01574,505,32155,both
v4,harvest,29513,2020_2022,0.02133,345,30,both
v4,development,29513,2020_2022,0.0,0,37,prediction
v4,insect_disease,29513,2020_2022,0.0,0,429,prediction
v4,beaver,29513,2020_2022,0.1441,505,2146,both
v5,harvest,29513,2020_2022,0.00316,345,288,both
v5,development,29513,2020_2022,0.0,0,1,prediction
v5,insect_disease,29513,2020_2022,0.0,0,6286,prediction
v5,beaver,29513,2020_2022,0.01388,505,27159,both
v6,harvest,29513,2020_2022,0.00591,345,10815,both
v6,development,29513,2020_2022,0.0,0,6322,prediction
v6,insect_disease,29513,2020_2022,0.0,0,11271,prediction
v6,beaver,29513,2020_2022,0.00939,505,10148,both
spec_all,harvest,29513,2020_2022,0.28174,345,1451,both
spec_all,development,29513,2020_2022,0.0,0,36,prediction
spec_all,insect_disease,29513,2020_2022,0.0,0,11020,prediction
spec_all,beaver,29513,2020_2022,0.17768,505,3322,both
v2,harvest,29781,2018_2020,0.0,0,47,prediction
v2,development,29781,2018_2020,0.0,0,2,prediction
v2,insect_disease,29781,2018_2020,0.0,0,38081,prediction
v2,beaver,29781,2018_2020,0.0,0,57,prediction
v3,harvest,29781,2018_2020,0.0,0,919,prediction
v3,development,29781,2018_2020,0.0,0,13,prediction
v3,insect_disease,29781,2018_2020,0.0,0,42555,prediction
v3,beaver,29781,2018_2020,0.0,0,2,prediction
v4,harvest,29781,2018_2020,0.0,0,162,prediction
v4,development,29781,2018_2020,0.0,0,95,prediction
v4,insect_disease,29781,2018_2020,0.0,0,5943,prediction
v4,beaver,29781,2018_2020,0.0,0,52,prediction
v5,harvest,29781,2018_2020,0.0,0,527,prediction
v5,development,29781,2018_2020,0.0,0,1123,prediction
v5,insect_disease,29781,2018_2020,0.0,0,44772,prediction
v5,beaver,29781,2018_2020,0.0,0,289,prediction
v6,harvest,29781,2018_2020,0.0,0,10863,prediction
v6,development,29781,2018_2020,0.0,0,7222,prediction
v6,insect_disease,29781,2018_2020,0.0,0,6334,prediction
v6,beaver,29781,2018_2020,0.0,0,7643,prediction
